,url,title,article,date,publisher,trust,avg_score
18787,https://www.ninefornews.nl/tesla-green-car-co2-diesel/,Tesla is geen ‘green car’ en produceert meer CO2 dan diesel. Dit rapport werd weggedrukt in onze mainstream media,"Eind vorig jaar werd in het Europees Parlement de klimaatnoodtoestand uitgeroepen.[1]
Brussel wil ons nu behoeden voor CO2-uitstoot met de elektrische auto.[0]
Europa wil dat automobilisten overstappen op de e-auto, zo blijkt uit recente documenten.[1] 
Op de snelwegen zie je inmiddels al aardig wat Tesla’s rijden.[1] 
Ursula von der Leyen wil vaart zetten achter de reductie van de CO2-uitstoot.[1]
“Onder druk van Thunberg? Of onder druk van investeerders die nieuwe kansen zien?” vraagt emeritus hoogleraar Luc Nagels van de Universiteit Antwerpen zich af.[0]
Hij verwijst naar een Duitse studie die laat zien dat er meer CO2 geproduceerd wordt door een Tesla dan een diesel, als je de hele productie- en gebruikscyclus bekijkt.[4]
Daarnaast wordt er gesjoemeld met de te gebruiken energiebronnen voor de productie van de wagens, aldus Nagels.[0] 
Voor de accu’s is veel lithium, koper, nikkel en kobalt nodig.[1]
Uit een rapport van het Franse Meridian International Research blijkt waartoe dit gaat leiden.[0]
Er zijn namelijk niet genoeg commercieel levensvatbare lithiumbronnen om het geplande elektrische wagenpark van accu’s te voorzien.[5]",2020-09-01,ninefornews,untrusted,
20266,https://www.ninefornews.nl/oude-rotstekeningen-indiase-beschaving/,10.000 jaar oude rotstekeningen hinten op verloren Indiase beschaving. Experts staan verbaasd,"In de Indiase staat Maharashtra zijn rotstekeningen ontdekt die vele duizenden jaren oud zouden zijn.[1] 
De Britse publieke omroep BBC meldt dat archeologen vermoeden dat ze aanwijzingen bevatten voor een vooralsnog onbekende beschaving.[1] 
De rotstekeningen, petrogliefen, zijn ontdekt in de regio Konkan in het westen van Maharashtra.[1] 
Het merendeel van de tekeningen bleef duizenden jaren onopgemerkt.[1]
De meeste tekeningen waren verborgen onder lagen aarde en modder.[1] 
Enkele tekeningen waren zichtbaar.[1] 
Plaatselijke bewoners beschouwen ze als heilig en aanbidden ze.[1] 
De BBC bericht dat de grote variëteit in de rotstekeningen experts verbaasde.[1] 
De tekeningen beelden dieren, vogels, menselijke en geometrische figuren af.[1] 
De manier waarop ze zijn getekend, doet experts vermoeden dat ze zijn gemaakt in prehistorische tijden en waarschijnlijk zijn ze één van de oudste ooit ontdekt.[1]",2018-05-10,ninefornews,untrusted,
19377,https://www.ninefornews.nl/elfenfluisteraars-bewijs-bestaan-elfen/,‘Elfenfluisteraars’ zeggen bewijs te hebben voor bestaan van elfen. Kijk naar de beelden,"Onlangs waren drie zelfbenoemde ‘elfenfluisteraars’ te zien in het populaire Britse tv-programma This Morning.[1] 
Karen Kay, Rebecca Broomfield en Jesse Smart beantwoordden in het programma vragen van presentatoren Holly Willoughby en Philip Schofield.[1] 
De drie vrouwen zijn ervan overtuigd dat elfen bestaan en stelden dat ze zowel als metafysische manifestaties als fysieke entiteiten in de wereld kunnen verschijnen.[1] 
Ze beweerden zelfs elfen op camera te hebben vastgelegd.[1] 
Er werden beelden getoond van een flikkerend groen object bij een waterval.[1] 
“Dat zou een mot kunnen zijn geweest,” zei Schofield.[1] 
“Het zou inderdaad en mot kunnen zijn geweest, maar het zou ook een elf kunnen zijn geweest,” reageerde Kay.[1] 
“Elfen kunnen zichzelf vermommen als insecten.”[1] 
“Dat is handig,” aldus Schofield.[1] 
“Ja, het is handig, maar ze kunnen dat omdat ze één zijn met de natuur,” zei Kay.[1]",2019-05-06,ninefornews,untrusted,
18454,https://www.ninefornews.nl/cbd-olie-reden-leven-kankerpatient/,CBD-olie is de reden dat ik nog in leven ben. Deze kankerpatiënt bewijst het ongelijk van zijn dokters,"De Schot Duncan McGunnigle (52) was ten dode opgeschreven.[1] 
Hij kreeg in maart te horen dat hij nog maar zes weken te leven zou hebben.[1] 
Hij claimt nu dat CBD-olie hem al maanden in leven houdt.[1] 
Toen McGunnigle zijn diagnose kreeg, begon hij alvast zijn begrafenis te regelen.[1] 
Tegelijkertijd besloot hij CBD-olie te nemen, die vrienden van hem meebrachten uit Nederland.[1] 
De man beweert dat de cannabisolie verantwoordelijk is voor zijn opmerkelijke herstel.[1] 
Hij denkt dat ook anderen er baat bij kunnen hebben.[1] 
“Ik heb in een nieuwsbericht gelezen dat cannabisolie kanker kan genezen, dus dat is positief,” zei hij.[4] 
Het enige waar hij last van heeft is pijn aan zijn been, maar dat komt volgens hem omdat hij zo vaak aan zijn been is geopereerd.[1] 
“Verder gaat het prima met me.”[1]",2018-05-10,ninefornews,untrusted,
6957,www.trouw.nl/opinie/dringend-nodig-bouwgrond~a02d0409/,Dringend nodig: bouwgrond,"Per jaar moeten er 60.000 huurwoningen bij.[0]
Dat kan, mits gemeenten hun rol als aanjager pakken, zegt Ronald Paping, directeur van de Woonbond.[0]
De woningmarkt was terecht een belangrijk thema bij de verkiezingen.[0]
De huren zijn tot onbetaalbare hoogten gestegen, en de woningnood zorgt voor grote problemen.[1]
Voor veel starters is een betaalbare huur- of koopwoning buiten bereik.[1] 
De schaarste zorgt voor lange wachttijden en torenhoge prijzen.[1]
Daar kunnen gemeenten wat aan doen.[1] 
Na jaren van vermindering van het aantal sociale huurwoningen moet de voorraad nu snel en fors stijgen.[1]
Gemeenten spelen een belangrijke rol in het aanpakken van het tekort aan betaalbare huizen.[1] 
Ze maken samen met huurdersorganisaties en woningcorporaties prestatieafspraken over de lokale woningmarkt.[1]",2018-04-16,trouw,trusted,
2999,https://nu.nl/artikel/6123309,Komende drie shows van Najib Amhali exclusief te zien bij SBS,"De volgende drie shows van Najib Amhali die hij in de komende jaren in het theater brengt, zullen exclusief te zien zijn bij SBS.[1] 
De cabaretier heeft een contract afgesloten met de zender, zo maakt hij maandag bekend.[1] 
""Ik ben heel enthousiast dat SBS6 de komende jaren mijn theatershows gaat uitzenden"", zegt Amhali.[1] 
""Door de coronacrisis moest ik de huidige show Waar Was Ik? onderbreken, maar zodra het kan treed ik weer in het land op en is de show daarna te zien op SBS6.[1]
Dus kom jij niet naar mijn show, dan zie ik je bij je thuis.""[0]
""Met Najib hebben we een veelzijdige komiek in huis gehaald en we kijken nu al uit naar zijn shows"", voegt directeur televisie Marco Louwerens van SBS toe.[1] 
Amhali ging in april 2019 in première met zijn recentste voorstelling Waar Was Ik?.[1] 
In de voorstelling vertelt hij over zijn jarenlange verslaving aan drank, cocaïne en gokken.[1]
Details over zijn komende shows zijn nog niet bekend.[0]
Amhali is al ruim 25 jaar actief in het theater en maakte tien soloshows.[1]",22-3-2021,nu,trusted,
4933,www.volkskrant.nl/nieuws-achtergrond/meer-massale-protesten-venezuela-op-komst-violist-demonstrant-gewond~b70a9746/,"Meer massale protesten Venezuela op komst, violist-demonstrant gewond","De oppositie in Venezuela heeft voor komende week opnieuw grote demonstraties aangekondigd.[1] 
De aankondiging volgt op een gewelddadige zaterdag waarbij verschillende gewonden vielen bij demonstraties in Caracas.[1] 
Onder hen was een violist die bekend werd door de afgelopen maanden musicerend te demonstreren.[1]
De coalitie Democratische Eenheid had opgeroepen tot een protestmars naar het Hooggerechtshof.[1] 
De oproerpolitie blokkeerde de doorgang en de confrontatie liep uit de hand.[1] 
Gemaskerde jongeren gooiden met stenen en molotov-cocktails, overheidstroepen schoten vanaf motoren met traangas.[1] 
Met onder meer een tweedaagse staking op woensdag en donderdag en massale protestmarsen op maandag en vrijdag wil de oppositie de druk op Maduro de komende week hoog houden.[1]
Violist Wuilly Arteaga raakte zaterdag gewond aan zijn gezicht en werd naar een ziekenhuis gebracht.[1] 
De 23-jarige muzikant werd beroemd door voor de linies het volkslied en andere populaire deuntjes te spelen.[1] 
Met dikke lip en gaasjes op het gezicht tegen het bloeden, maar met viool en strijkstok paraat, liet Arteaga al snel vanuit het ziekenhuis weten niet op te geven.[1] ",2017-07-23,vk,trusted,
24110,https://www.telegraaf.nl/sport/1211585052/keert-cristiano-ronaldo-terug-naar-real-madrid-een-telefoontje-en-hij-komt,Keert Cristiano Ronaldo terug naar Real Madrid? ’Eén telefoontje en hij komt’,"TURIJN - Cristiano Ronaldo (36) vertoeft momenteel in Turijn.[1]
Logisch, want hij voetbalt voor Juventus, maar woensdagavond speelt CR7 er met Portugal tegen Azerbeidzjan in de WK-kwalificatiecampagne.[1]
Leuk, maar op de persconferentie voor de wedstrijd werd er toch vooral gesproken over de toekomst van Ronaldo.[0]
Blijft hij bij de Oude Dame of niet?[0]
Juventus is op weg naar het eerste trofeeloze seizoen in een decennium.[1] 
Inter staat intussen al tien punten los in de Serie A en in de Champions League werd roemloos verloren van FC Porto.[1]
Er rest nog wel de finale van de Coppa Italia tegen Atalanta, maar dat is eerder een troostprijs als de Oude Dame kan winnen van de immer onvoorspelbare ploeg uit Bergamo.[1]
En dus wordt er in Turijn al uitgekeken naar volgende zomer.[0]
Wat moet er gebeuren om de boel opnieuw recht te trekken?[0] 
Een van de opties is Ronaldo verkopen, en dan vooral vanwege zijn jaarloon van 31 miljoen euro.[1]",24-3-2021,telegraaf,trusted,
14636,https://niburu.co/14055,Hier gaan mensen vandaag voor stemmen,"Sinds de komst van de Europese Unie is de omvolking van het aloude Europese continent voortvarend aangepakt.[5]
Vandaag enkele voorbeelden waar dit toe heeft geleid en waarom we zo snel mogelijk afscheid moeten nemen van het EU monster, voordat het ons totaal heeft opgeslokt.[0]
Het is een stap voor stap proces dat zodanig wordt uitgevoerd dat er iedere keer kleine stapjes worden gezet, waardoor er nooit een punt ontstaat waarop een bevolking echt gaat steigeren.[0]
Daar kijken ze wel voor uit.[0]
Iedere keer als er weer een stap wordt gezet in het proces lijkt het niet de moeite waard om daar een revolutie voor te ontketenen en dus gaan we weer verder met wat we aan het doen zijn.[0]
Totdat de volgende stap komt.[0]
De stappen waarover we het hebben is proces van het neerzetten van een Europese Superstaat die stukje bij beetje steeds meer macht naar zich toe trekt, die, net zoals in de Sovjet Unie, steeds meer macht gaat centraliseren en die, om dit alles mogelijk te maken, druk bezig is met het omvolken van het continent.[5] 
Omvolken klinkt als een akelig woord en dat is het ook, want de term is afkomstig uit Nazi Duitsland, Vandaag de dag is de term ‘Umvolkung’ in Duitsland weer terug gekomen.[1] 
Voor de goede verstaander is het duidelijk wat daarmee bedoeld wordt: we zien door de massamigratie en de multi etniciteit dezelfde politiek als onder Hitler.[5]
Maar dan omgekeerd.[0]",23-5-2019,niburu,untrusted,
11358,https://speld.nl/2019/09/24/van-haga-gaat-zetel-verhuren/,Van Haga gaat zetel verhuren,"Wybren van Haga gaat zijn zetel in de Tweede Kamer verhuren.[5]
Het Kamerlid heeft dat besloten nadat hij dinsdag uit de VVD-fractie werd gezet.[4] 
“Ik begrijp dat mijn positie als Kamerlid onhoudbaar is geworden, maar het gaat mij te ver om mijn zetel meteen helemaal van de hand te doen”, legt Van Haga uit.[5] 
Via een huurconstructie zal iemand anders op zijn zetel terechtkomen.[5] 
Diegene mag zich in de handen wrijven, stelt de aanstaande zetelbaas.[5]
“Den Haag is helemaal upcoming he?[0] 
Ik ken nog wel wat jonge stellen die al lang naar woonruimte zoeken.”[0]
Dijkhoff is tevreden over de oplossing: “Het siert Wybren dat hij zijn zetel niet van de VVD afpakt.[5]
Wij zullen zo snel mogelijk kijken over welke portefeuille de huurders het woord kunnen voeren.[5] 
Wie het ook zijn, we verwachten minder problemen dan de afgelopen jaren.”[5] ",24-9-2019,speld,untrusted,
13087,https://niburu.co/11581,"Als de handelsoorlogen eenmaal beginnen, is het over en sluiten (video)","Het gaat niet echt goed met de wereldeconomie en er is ook niet zo gek veel voor nodig om de complete wereld opnieuw in een nog grotere financiële crisis te storten.[5]
Volgens een expert op het gebied van beleggingen, Jim Rogers, is het daarom heel belangrijk dat er geen handelsoorlogen komen, want dat is dan het begin van het einde.[0]
Iemand die ooit samen met de beruchte George Soros in zaken ging, is Jim Rogers.[3] 
En waar Soros overal de agenda van de NWO probeert te pushen zo houdt Jim Rogers zich meer bezig met investeringen en ontwikkelingen.[3] 
James Beeland (Jim) Rogers, Jr. (Wetumpka (Alabama), 19 oktober 1942) is samen met George Soros oprichter van het Quantum Fund.[1] 
Hij is een Amerikaans universitair docent, schrijver, wereldreiziger, economisch commentator en oprichter van de Rogers International Commodities Index (RICI).[1] 
Hij werd geboren in Wetumpka (Alabama) en groeide op in Demopolis.[3] 
Op zijn vijfde had hij zijn eerste baan, het oprapen van lege flessen bij honkbalwedstrijden.[2] 
Zijn eerste echte baan op Wall Street kreeg hij in 1964 bij Dominick & Dominick, na zijn afstuderen aan Yale University.[1]
Jim is een intelligente man met veel connecties en informatie, dus altijd wel zinnig om te luisteren naar wat hij te vertellen heeft.[0]",14-2-2017,niburu,untrusted,
22010,https://nos.nl/artikel/598948-kamp-praat-met-actievoerders.html,Kamp praat met actievoerders,"Minister Kamp is sinds ongeveer 10.00 uur in het provinciehuis in Groningen in gesprek met vertegenwoordigers van actiegroepen en bedrijven.[1] 
Bij het gesprek zijn zo'n 200 mensen aanwezig, onder wie de commissaris van de koning Max van den Berg en burgemeester Albert Rodenboog van Loppersum.[1] 
Tijdens het gesprek zal Kamp een nadere toelichting geven op het gisteren genomen kabinetsbesluit om de gaswinning in Groningen de komende jaren gericht te verminderen.[1] 
Ook trekt het kabinet 1,2 miljard euro uit om de gevolgen van de gaswinning in Groningen te compenseren.[1] 
Gisteravond sprak Kamp al kort met actievoerders over de gaswinning.[1] 
In reactie op het kabinetsbesluit zei de Groninger Bodem beweging gisteren dat de problemen zich verplaatsen als de productie in andere plaatsen dan Loppersum toeneemt.[1]
De actievoerders voelen ""zich bij de neus genomen"". [0] 
Commissaris Van den Berg reageerde gisteren positiever.[1] 
De FNV heeft vanmiddag in Zuidbroek een demonstratie gepland.[1] 
De bond vindt dat het kabinet de problemen rond de leefbaarheid en de werkloosheid in de regio onderschat.[1]",2014-01-18,nos,trusted,
6107,www.trouw.nl/democratie/rutte-geen-enkele-druk-op-wilders-gelegd-om-cartoonwedstrijd-af-te-blazen~a7d52849/,Rutte: Geen enkele druk op Wilders gelegd om cartoonwedstrijd af te blazen,"Met het besluit om zijn cartoonwedstrijd af te blazen lijkt PVV-leider Wilders aan te geven dat hij zichzelf toch grenzen oplegt in zijn vrijheid van meningsuiting.[1] 
Die grens vormt de veiligheid van andere mensen, die gevaar liepen door de dreigementen van extreme moslims, zoals Wilders donderdagavond laat in een verklaring liet weten.[1] 
Vooralsnog lijkt de woede over zijn initiatief in met name Pakistan bedaard.[1]
Premier Mark Rutte benadrukte vrijdag dat er bij Wilders op geen enkele manier op is aangedrongen zijn initiatief af te blazen.[1] 
Wilders riep dit voorjaar een cartoonwedstrijd uit over de profeet Mohammed, die in november geëxposeerd zouden worden op het Binnenhof, op de besloten afdeling van de 20-koppige PVV-fractie.[1]
De overheid mag iemands vrijheid van meningsuiting inperken, als de openbare orde en veiligheid in het geding is.[1] 
Rutte gaf al eerder aan dat het kabinet nooit van plan is geweest de wedstrijd te verbieden, ondanks de grote onrust die het in met name Pakistan veroorzaakte.[1] 
Nederlanders in die regio moesten zeer voorzichtig zijn en militairen in Afghanistan mochten hun kazernes niet uit na doodsbedreigingen van de taliban.[1] 
In Nederland werd deze week een Pakistaanse man gearresteerd die in een filmpje op Facebook een doodsbedreiging had geuit tegen Wilders.[1]
""De wet laat heel veel toe. De vrijheid van meningsuiting, alsook de vrijheid van geloofsovertuiging, zullen we altijd uitdragen"", zei Rutte vrijdag.[1]",2018-09-01,trouw,trusted,
